"","CallFailure","Complains","SubscriptionLength","ChargeAmount","SecondsofUse","Frequencyofuse","FrequencyofSMS","DistinctCalledNumbers","AgeGroup","TariffPlan","Status","Age","CustomerValue","Churn","Churnf"
"559",25,"No Complains",30,2,15960,232,0,76,"15-30","Pay as you go","active",25,728.64,0,"non-CHURN"
"560",7,"No Complains",24,1,1955,36,43,20,"30-45","Pay as you go","active",30,251.64,0,"non-CHURN"
"561",9,"No Complains",44,1,2620,49,300,24,"30-45","Pay as you go","active",30,1306.76,0,"non-CHURN"
"562",4,"No Complains",37,0,2048,54,33,19,"30-45","Pay as you go","non-active",30,216.08,0,"non-CHURN"
"563",6,"No Complains",24,0,280,13,0,1,"15-30","Pay as you go","non-active",25,13.185,0,"non-CHURN"
"564",11,"Complains",39,0,2448,52,45,36,"30-45","Pay as you go","non-active",30,280,1,"CHURN"
"565",0,"No Complains",21,0,1390,26,29,13,"15-30","Pay as you go","active",25,194.22,0,"non-CHURN"
"566",25,"Complains",33,0,1145,48,25,20,"15-30","Pay as you go","non-active",25,166.185,1,"CHURN"
"567",8,"No Complains",36,1,3335,29,16,19,"30-45","Pay as you go","active",30,198.56,0,"non-CHURN"
"568",7,"Complains",35,0,2265,54,59,35,"30-45","Pay as you go","non-active",30,328.76,1,"CHURN"
"569",0,"No Complains",34,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,1,"CHURN"
"570",0,"No Complains",29,0,1888,44,337,16,"15-30","Pay as you go","active",25,1603.44,0,"non-CHURN"
"571",25,"No Complains",38,3,15140,225,54,32,"30-45","Pay as you go","active",30,830.6,0,"non-CHURN"
"572",12,"No Complains",35,0,2543,54,7,18,"30-45","Pay as you go","non-active",30,131.88,0,"non-CHURN"
"573",13,"No Complains",44,1,4630,81,20,23,"30-45","Pay as you go","active",30,268.44,0,"non-CHURN"
"574",0,"No Complains",25,0,1010,30,186,9,"15-30","contractual","active",25,883.8,0,"non-CHURN"
"575",1,"No Complains",33,1,6595,96,5,19,"60-75","Pay as you go","active",55,107.865,0,"non-CHURN"
"576",11,"No Complains",39,0,1148,19,15,4,"30-45","Pay as you go","non-active",30,106.68,1,"CHURN"
"577",5,"No Complains",36,1,2545,18,7,6,"30-45","Pay as you go","active",30,130.52,0,"non-CHURN"
"578",12,"No Complains",17,3,4955,56,237,18,"30-45","Pay as you go","active",30,1148.44,0,"non-CHURN"
"579",5,"No Complains",27,1,3285,64,13,25,"30-45","Pay as you go","active",30,185.96,0,"non-CHURN"
"580",12,"No Complains",41,3,4935,95,41,31,"45-60","Pay as you go","active",45,228.25,0,"non-CHURN"
"581",23,"No Complains",31,3,15885,237,0,77,"15-30","Pay as you go","active",25,725.49,0,"non-CHURN"
"582",5,"No Complains",41,0,623,11,14,6,"30-45","Pay as you go","non-active",30,81.36,0,"non-CHURN"
"583",1,"No Complains",25,0,1255,33,188,9,"15-30","contractual","active",25,903.96,0,"non-CHURN"
"584",0,"No Complains",36,0,2790,21,476,6,"30-45","Pay as you go","active",30,2016.44,0,"non-CHURN"
"585",5,"No Complains",29,0,1245,22,60,9,"45-60","Pay as you go","non-active",45,181.675,0,"non-CHURN"
"586",0,"No Complains",35,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,0,"non-CHURN"
"587",3,"Complains",8,0,1373,13,0,3,"15-30","Pay as you go","active",25,62.37,1,"CHURN"
"588",0,"No Complains",31,0,2088,46,0,30,"<15","Pay as you go","active",15,117.37,0,"non-CHURN"
"589",17,"No Complains",30,1,1710,46,37,20,"15-30","Pay as you go","active",25,245.52,0,"non-CHURN"
"590",16,"No Complains",26,0,650,35,1,14,"15-30","Pay as you go","non-active",25,35.325,1,"CHURN"
"591",9,"No Complains",28,0,1730,26,49,20,"45-60","Pay as you go","non-active",45,166.4,0,"non-CHURN"
"592",12,"No Complains",35,4,7690,113,42,39,"60-75","Pay as you go","active",55,180.045,0,"non-CHURN"
"593",0,"No Complains",37,1,0,0,0,0,"60-75","Pay as you go","active",55,0,0,"non-CHURN"
"594",0,"No Complains",36,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,0,"non-CHURN"
"595",0,"No Complains",36,0,0,0,0,0,"30-45","Pay as you go","active",30,0,1,"CHURN"
"596",12,"No Complains",14,0,8818,165,41,36,"45-60","Pay as you go","active",45,327.075,0,"non-CHURN"
"597",2,"No Complains",36,0,6008,64,83,37,"15-30","Pay as you go","active",25,646.74,0,"non-CHURN"
"598",8,"No Complains",31,2,3610,69,25,29,"30-45","Pay as you go","active",30,247.16,0,"non-CHURN"
"599",14,"Complains",38,0,2573,50,41,33,"45-60","Pay as you go","non-active",45,168.075,1,"CHURN"
"600",11,"No Complains",40,1,6223,101,14,14,"30-45","Pay as you go","active",30,308.96,0,"non-CHURN"
"601",4,"No Complains",37,0,2245,33,253,14,"30-45","Pay as you go","active",30,1103.12,0,"non-CHURN"
"602",0,"No Complains",40,1,293,8,12,6,"60-75","Pay as you go","active",55,22.515,0,"non-CHURN"
"603",12,"Complains",35,4,7675,127,279,33,"30-45","contractual","active",30,1428.08,0,"non-CHURN"
"604",6,"No Complains",39,1,7568,130,389,45,"30-45","Pay as you go","active",30,1863.92,0,"non-CHURN"
"605",3,"No Complains",38,1,688,10,14,6,"45-60","Pay as you go","active",45,52.45,1,"CHURN"
"606",0,"No Complains",3,0,4085,28,200,7,"15-30","Pay as you go","active",25,1085.085,0,"non-CHURN"
"607",14,"No Complains",40,2,8523,144,399,45,"30-45","Pay as you go","active",30,1942.68,0,"non-CHURN"
"608",10,"No Complains",25,0,1225,32,19,13,"15-30","Pay as you go","active",25,142.065,0,"non-CHURN"
"609",20,"No Complains",32,7,10355,91,0,38,"45-60","Pay as you go","active",45,261.15,0,"non-CHURN"
"610",21,"No Complains",32,8,10480,89,7,38,"60-75","Pay as you go","active",55,169.035,0,"non-CHURN"
"611",6,"No Complains",36,2,4318,92,23,43,"30-45","Pay as you go","active",30,268.4,0,"non-CHURN"
"612",2,"No Complains",39,0,825,20,45,12,"30-45","Pay as you go","non-active",30,213.8,0,"non-CHURN"
"613",20,"No Complains",38,2,6313,105,42,29,"15-30","Pay as you go","active",25,477.81,0,"non-CHURN"
"614",4,"No Complains",36,0,2590,52,166,20,"15-30","Pay as you go","active",25,865.89,0,"non-CHURN"
"615",7,"No Complains",38,1,4515,83,2,25,"30-45","Pay as you go","active",30,191.92,0,"non-CHURN"
"616",6,"Complains",11,2,1602,24,0,6,"30-45","Pay as you go","active",30,65.04,1,"CHURN"
"617",21,"Complains",36,8,10435,93,1,42,"60-75","Pay as you go","active",55,159.42,0,"non-CHURN"
"618",18,"No Complains",42,2,6078,108,41,30,"15-30","Pay as you go","active",25,462.87,0,"non-CHURN"
"619",3,"No Complains",23,0,1130,10,20,4,"45-60","Pay as you go","non-active",45,78.5,0,"non-CHURN"
"620",0,"No Complains",31,0,1825,5,0,12,"30-45","Pay as you go","active",30,73.2,0,"non-CHURN"
"621",10,"No Complains",38,2,6518,105,28,27,"30-45","Pay as you go","active",30,376.92,0,"non-CHURN"
"622",14,"No Complains",39,1,15790,188,157,32,"15-30","Pay as you go","active",25,1425.51,0,"non-CHURN"
"623",30,"No Complains",38,1,11340,109,29,59,"60-75","Pay as you go","active",55,215.235,0,"non-CHURN"
"624",4,"No Complains",37,0,2798,63,3,31,"<15","Pay as you go","active",15,173.855,0,"non-CHURN"
"625",5,"No Complains",14,2,2793,42,26,17,"30-45","Pay as you go","active",30,217.4,0,"non-CHURN"
"626",14,"No Complains",40,1,14268,176,16,49,"30-45","Pay as you go","active",30,641.76,0,"non-CHURN"
"627",16,"No Complains",39,1,15980,189,166,35,"15-30","Pay as you go","active",25,1474.605,0,"non-CHURN"
"628",16,"No Complains",40,2,4080,88,39,30,"30-45","Pay as you go","active",30,322.72,0,"non-CHURN"
"629",8,"No Complains",34,3,7210,119,273,33,"15-30","contractual","active",25,1558.305,0,"non-CHURN"
"630",7,"No Complains",31,1,7010,101,11,20,"60-75","Pay as you go","active",55,123.165,0,"non-CHURN"
"631",0,"No Complains",39,0,2268,60,6,36,"<15","Pay as you go","active",15,161.04,0,"non-CHURN"
"632",8,"No Complains",39,0,11170,150,7,34,"45-60","Pay as you go","active",45,300.5,0,"non-CHURN"
"633",16,"No Complains",44,2,4583,74,18,41,"<15","Pay as you go","active",15,355.135,0,"non-CHURN"
"634",0,"No Complains",36,0,165,3,0,11,"15-30","Pay as you go","non-active",25,7.56,0,"non-CHURN"
"635",19,"No Complains",36,8,10190,90,0,42,"45-60","Pay as you go","active",45,257,0,"non-CHURN"
"636",2,"No Complains",37,1,3833,88,34,32,"30-45","Pay as you go","active",30,292.84,0,"non-CHURN"
"637",2,"No Complains",36,0,3718,82,2,28,"15-30","Pay as you go","active",25,180,0,"non-CHURN"
"638",3,"No Complains",27,0,1163,34,12,70,"45-60","Pay as you go","active",45,59.925,0,"non-CHURN"
"639",11,"No Complains",32,2,1800,50,211,18,"30-45","contractual","active",30,918,0,"non-CHURN"
"640",0,"No Complains",35,0,0,0,0,0,"30-45","Pay as you go","non-active",30,0,1,"CHURN"
"641",0,"No Complains",36,0,2615,18,3,16,"30-45","Pay as you go","active",30,117.32,0,"non-CHURN"
"642",0,"No Complains",34,0,1995,30,273,14,"30-45","Pay as you go","active",30,1173,0,"non-CHURN"
"643",3,"No Complains",39,0,2475,53,176,22,"15-30","Pay as you go","active",25,905.76,0,"non-CHURN"
"644",0,"No Complains",36,0,405,8,6,6,"15-30","Pay as you go","non-active",25,45.585,0,"non-CHURN"
"645",0,"No Complains",29,0,14920,166,128,22,"15-30","Pay as you go","active",25,1254.87,0,"non-CHURN"
"646",8,"No Complains",37,0,1970,50,45,22,"30-45","Pay as you go","non-active",30,260.8,0,"non-CHURN"
"647",16,"No Complains",29,0,1005,31,17,9,"30-45","Pay as you go","non-active",30,109.44,0,"non-CHURN"
"648",5,"No Complains",36,0,3893,60,0,33,"<15","Pay as you go","active",15,217.415,0,"non-CHURN"
"649",2,"No Complains",38,0,5318,85,0,15,"15-30","Pay as you go","active",25,243.135,0,"non-CHURN"
"650",0,"Complains",30,0,0,0,0,0,"60-75","Pay as you go","active",55,0,1,"CHURN"
"651",5,"No Complains",40,0,415,10,7,2,"30-45","Pay as you go","non-active",30,45,0,"non-CHURN"
"652",0,"No Complains",31,0,6115,78,169,20,"30-45","Pay as you go","active",30,923.72,0,"non-CHURN"
"653",4,"No Complains",39,2,3210,33,515,12,"45-60","Pay as you go","active",45,1368.575,0,"non-CHURN"
"654",3,"Complains",34,0,2280,30,0,16,"15-30","Pay as you go","non-active",25,103.95,1,"CHURN"
"655",13,"No Complains",40,1,4258,69,6,37,"<15","Pay as you go","active",15,270.985,0,"non-CHURN"
"656",5,"No Complains",36,1,6213,99,21,25,"15-30","Pay as you go","active",25,378.54,0,"non-CHURN"
"657",16,"No Complains",15,2,9533,181,94,55,"60-75","Pay as you go","active",55,286.71,0,"non-CHURN"
"658",5,"No Complains",9,1,1677,20,9,10,"30-45","Pay as you go","active",30,103.88,1,"CHURN"
"659",7,"No Complains",40,2,3225,30,17,20,"30-45","Pay as you go","active",30,198.2,0,"non-CHURN"
"660",5,"No Complains",32,0,1085,20,36,9,"45-60","Pay as you go","non-active",45,117.625,0,"non-CHURN"
"661",18,"No Complains",45,3,4080,94,47,31,"30-45","Pay as you go","active",30,354.96,0,"non-CHURN"
"662",0,"Complains",31,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,1,"CHURN"
"663",18,"No Complains",16,1,9642,182,81,40,"60-75","Pay as you go","active",55,268.86,0,"non-CHURN"
"664",1,"No Complains",35,0,5498,83,0,6,"15-30","Pay as you go","active",25,251.145,0,"non-CHURN"
"665",0,"No Complains",3,0,0,0,0,0,"15-30","Pay as you go","active",25,0,1,"CHURN"
"666",18,"No Complains",22,2,6392,147,93,43,"15-30","contractual","active",25,712.755,0,"non-CHURN"
"667",5,"No Complains",32,4,7260,120,285,46,"15-30","contractual","active",25,1614.6,0,"non-CHURN"
"668",0,"No Complains",37,1,2905,27,508,10,"30-45","Pay as you go","active",30,2149.28,0,"non-CHURN"
"669",3,"Complains",9,1,1487,19,0,7,"30-45","Pay as you go","active",30,60.24,1,"CHURN"
"670",12,"No Complains",39,1,6628,106,15,12,"30-45","Pay as you go","active",30,329.36,0,"non-CHURN"
"671",15,"No Complains",40,2,9295,129,155,48,"30-45","Pay as you go","active",30,996.96,0,"non-CHURN"
"672",0,"No Complains",33,0,1605,41,33,18,"30-45","Pay as you go","non-active",30,197.84,0,"non-CHURN"
"673",14,"No Complains",40,2,3890,87,30,27,"30-45","Pay as you go","active",30,279.08,0,"non-CHURN"
"674",16,"Complains",43,0,2723,68,26,24,"30-45","Pay as you go","non-active",30,215.64,0,"non-CHURN"
"675",8,"Complains",15,2,1748,29,15,13,"30-45","Pay as you go","active",30,131.08,1,"CHURN"
"676",5,"No Complains",21,1,3270,57,7,19,"30-45","Pay as you go","active",30,161.08,0,"non-CHURN"
"677",3,"No Complains",35,0,1958,53,343,19,"15-30","Pay as you go","active",25,1633.995,0,"non-CHURN"
"678",23,"No Complains",35,3,14960,217,43,27,"30-45","Pay as you go","active",30,779.08,0,"non-CHURN"
"679",10,"No Complains",39,1,4313,72,33,39,"<15","Pay as you go","active",15,422.675,0,"non-CHURN"
"680",2,"No Complains",26,0,1378,38,21,65,"45-60","Pay as you go","active",45,87.9,0,"non-CHURN"
"681",14,"No Complains",17,1,6202,140,76,39,"15-30","contractual","active",25,627.39,0,"non-CHURN"
"682",4,"No Complains",21,0,1875,34,39,19,"15-30","Pay as you go","active",25,261.405,0,"non-CHURN"
"683",4,"No Complains",39,1,6493,71,111,39,"15-30","Pay as you go","active",25,794.88,0,"non-CHURN"
"684",0,"No Complains",14,0,1330,17,16,10,"15-30","Pay as you go","active",25,132.615,0,"non-CHURN"
"685",10,"No Complains",44,2,7813,139,399,46,"30-45","Pay as you go","active",30,1914.08,0,"non-CHURN"
"686",0,"No Complains",35,0,2080,10,451,6,"30-45","Pay as you go","active",30,1887.6,0,"non-CHURN"
"687",11,"No Complains",38,1,3085,59,182,25,"15-30","Pay as you go","active",25,960.48,0,"non-CHURN"
"688",4,"No Complains",36,0,1933,48,1,15,"30-45","Pay as you go","non-active",30,83.24,0,"non-CHURN"
"689",5,"No Complains",41,0,4065,71,6,16,"30-45","Pay as you go","active",30,189.44,0,"non-CHURN"
"690",9,"No Complains",43,2,4023,94,17,31,"30-45","Pay as you go","active",30,232.68,0,"non-CHURN"
"691",18,"No Complains",21,2,9318,179,90,46,"60-75","Pay as you go","active",55,277.455,0,"non-CHURN"
"692",0,"No Complains",4,0,4390,34,207,9,"30-45","Pay as you go","active",30,1004.96,0,"non-CHURN"
"693",8,"No Complains",41,1,2780,59,183,24,"15-30","Pay as you go","active",25,951.255,0,"non-CHURN"
"694",10,"No Complains",28,2,2025,47,201,11,"30-45","contractual","active",30,886.88,0,"non-CHURN"
"695",1,"No Complains",7,2,4685,44,229,23,"30-45","Pay as you go","active",30,1105.16,0,"non-CHURN"
"696",9,"No Complains",43,2,4515,89,10,26,"30-45","Pay as you go","active",30,224.16,0,"non-CHURN"
"697",5,"No Complains",42,0,738,17,46,10,"30-45","Pay as you go","non-active",30,214.2,0,"non-CHURN"
"698",6,"No Complains",32,0,1210,18,38,9,"45-60","Pay as you go","non-active",45,125.7,0,"non-CHURN"
"699",15,"No Complains",39,1,2758,66,366,26,"30-45","Pay as you go","active",30,1576.96,0,"non-CHURN"
"700",6,"No Complains",37,0,1780,49,36,19,"30-45","Pay as you go","non-active",30,217.16,0,"non-CHURN"
"701",16,"No Complains",39,4,12370,170,39,64,"45-60","Pay as you go","active",45,411,0,"non-CHURN"
"702",7,"No Complains",14,0,8743,171,98,42,"60-75","Pay as you go","active",55,280.71,0,"non-CHURN"
"703",22,"Complains",40,9,10515,95,11,46,"60-75","Pay as you go","active",55,175.65,0,"non-CHURN"
"704",0,"No Complains",31,0,6480,91,7,20,"45-60","Pay as you go","active",45,181.775,0,"non-CHURN"
"705",20,"No Complains",33,2,1790,48,41,21,"15-30","Pay as you go","active",25,267.21,0,"non-CHURN"
"706",13,"No Complains",35,0,4503,66,0,36,"<15","Pay as you go","active",15,251.295,0,"non-CHURN"
"707",8,"No Complains",39,0,1833,49,0,19,"30-45","Pay as you go","non-active",30,75.28,0,"non-CHURN"
"708",14,"Complains",37,0,3295,47,16,18,"30-45","Pay as you go","non-active",30,197.68,1,"CHURN"
"709",3,"No Complains",30,0,1883,36,17,25,"30-45","Pay as you go","non-active",30,144.76,1,"CHURN"
"710",10,"No Complains",25,0,995,29,24,20,"15-30","Pay as you go","non-active",25,154.08,0,"non-CHURN"
"711",5,"No Complains",39,0,305,6,7,2,"15-30","Pay as you go","non-active",25,45.495,1,"CHURN"
"712",5,"No Complains",21,0,315,17,0,1,"15-30","Pay as you go","non-active",25,14.94,0,"non-CHURN"
"713",0,"No Complains",39,0,0,0,3,0,"15-30","Pay as you go","non-active",25,13.5,1,"CHURN"
"714",0,"No Complains",39,0,318,5,7,4,"15-30","Pay as you go","non-active",25,46.035,0,"non-CHURN"
"715",18,"No Complains",38,2,6123,104,33,26,"15-30","Pay as you go","active",25,428.715,0,"non-CHURN"
"716",1,"No Complains",35,0,2213,50,0,28,"<15","Pay as you go","active",15,124.465,0,"non-CHURN"
"717",8,"No Complains",30,2,1190,19,33,7,"45-60","Pay as you go","active",45,112.725,0,"non-CHURN"
"718",16,"No Complains",39,1,3965,82,7,26,"30-45","Pay as you go","active",30,189.88,0,"non-CHURN"
"719",0,"No Complains",35,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,1,"CHURN"
"720",1,"No Complains",24,0,1453,34,32,69,"45-60","Pay as you go","active",45,117.175,0,"non-CHURN"
"721",21,"No Complains",40,2,3468,77,374,26,"30-45","Pay as you go","active",30,1637.8,0,"non-CHURN"
"722",3,"No Complains",28,1,885,13,26,5,"45-60","Pay as you go","active",45,87.45,0,"non-CHURN"
"723",0,"No Complains",4,0,1003,5,0,4,"15-30","Pay as you go","active",25,45.36,1,"CHURN"
"724",0,"Complains",24,0,765,7,16,1,"45-60","Pay as you go","non-active",45,59.3,1,"CHURN"
"725",10,"No Complains",37,2,4640,81,7,22,"30-45","Pay as you go","active",30,216.84,0,"non-CHURN"
"726",0,"No Complains",37,0,2385,16,458,8,"30-45","Pay as you go","active",30,1928.04,0,"non-CHURN"
"727",0,"No Complains",7,0,4085,34,208,8,"30-45","Pay as you go","active",30,996.76,0,"non-CHURN"
"728",1,"No Complains",38,0,2203,57,0,30,"<15","Pay as you go","active",15,124.3,0,"non-CHURN"
"729",0,"No Complains",30,0,570,2,0,8,"15-30","Pay as you go","non-active",25,25.74,0,"non-CHURN"
"730",2,"Complains",33,0,2495,34,0,11,"15-30","Pay as you go","non-active",25,113.805,1,"CHURN"
"731",9,"No Complains",41,1,4695,91,13,30,"30-45","Pay as you go","active",30,243.44,0,"non-CHURN"
"732",0,"No Complains",34,0,5553,86,0,8,"15-30","Pay as you go","active",25,253.755,0,"non-CHURN"
"733",4,"No Complains",41,0,13468,169,1,43,"30-45","Pay as you go","active",30,549.48,0,"non-CHURN"
"734",0,"No Complains",16,0,1635,23,23,12,"15-30","Pay as you go","active",25,178.11,0,"non-CHURN"
"735",24,"No Complains",32,0,1360,52,17,15,"15-30","Pay as you go","non-active",25,140.04,1,"CHURN"
"736",2,"No Complains",7,0,8368,155,51,32,"45-60","Pay as you go","active",45,340.575,0,"non-CHURN"
"737",4,"No Complains",36,0,1933,48,1,15,"30-45","Pay as you go","non-active",30,83.24,0,"non-CHURN"
"738",9,"No Complains",40,1,5978,98,12,14,"30-45","Pay as you go","active",30,291.04,0,"non-CHURN"
"739",1,"No Complains",36,0,2980,22,485,9,"30-45","Pay as you go","active",30,2060.08,0,"non-CHURN"
"740",0,"No Complains",29,0,0,0,0,0,"30-45","Pay as you go","non-active",30,0,1,"CHURN"
"741",11,"No Complains",37,3,12065,164,32,62,"45-60","Pay as you go","active",45,385.725,0,"non-CHURN"
"742",9,"No Complains",41,0,1223,21,35,21,"30-45","Pay as you go","non-active",30,189.76,0,"non-CHURN"
"743",6,"No Complains",43,0,1260,22,17,17,"15-30","Pay as you go","non-active",25,134.19,0,"non-CHURN"
"744",7,"No Complains",15,2,4650,50,230,16,"30-45","Pay as you go","active",30,1108,0,"non-CHURN"
"745",0,"No Complains",34,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,1,"CHURN"
"746",5,"No Complains",39,3,758,16,43,8,"60-75","Pay as you go","active",55,76.11,0,"non-CHURN"
"747",7,"No Complains",26,0,1100,34,23,16,"15-30","Pay as you go","active",25,154.53,0,"non-CHURN"
"748",5,"No Complains",35,0,6603,70,110,38,"15-30","Pay as you go","active",25,795.285,0,"non-CHURN"
"749",9,"No Complains",12,0,5908,127,67,35,"<15","contractual","active",15,700.425,0,"non-CHURN"
"750",0,"No Complains",37,0,1650,28,260,18,"30-45","Pay as you go","active",30,1107.12,0,"non-CHURN"
"751",9,"No Complains",37,0,15485,182,150,30,"15-30","Pay as you go","active",25,1380.015,0,"non-CHURN"
"752",0,"No Complains",36,0,2333,55,0,31,"<15","Pay as you go","active",15,131.34,0,"non-CHURN"
"753",8,"No Complains",43,1,5918,101,15,13,"30-45","Pay as you go","active",30,300.76,0,"non-CHURN"
"754",3,"No Complains",34,0,1180,14,0,12,"15-30","Pay as you go","non-active",25,53.73,0,"non-CHURN"
"755",5,"No Complains",36,1,6965,105,25,27,"60-75","Pay as you go","active",55,143.55,0,"non-CHURN"
"756",9,"No Complains",37,0,15485,182,150,30,"15-30","Pay as you go","active",25,1380.015,0,"non-CHURN"
"757",16,"No Complains",34,2,9420,121,143,44,"30-45","Pay as you go","active",30,953.64,0,"non-CHURN"
"758",7,"No Complains",43,0,933,19,24,7,"45-60","Pay as you go","non-active",45,83.8,1,"CHURN"
"759",10,"No Complains",36,0,2338,54,327,20,"15-30","Pay as you go","active",25,1579.14,0,"non-CHURN"
"760",1,"No Complains",34,0,2475,47,168,21,"15-30","Pay as you go","active",25,869.49,0,"non-CHURN"
"761",4,"No Complains",23,1,1695,32,36,15,"30-45","Pay as you go","active",30,213.08,0,"non-CHURN"
"762",25,"No Complains",34,3,15185,221,46,28,"30-45","Pay as you go","active",30,800.24,0,"non-CHURN"
"763",13,"No Complains",36,0,2463,58,7,15,"30-45","Pay as you go","non-active",30,128.84,0,"non-CHURN"
"764",0,"No Complains",40,0,7203,127,385,42,"30-45","Pay as you go","active",30,1833.2,0,"non-CHURN"
"765",0,"No Complains",8,0,777,8,0,7,"30-45","Pay as you go","active",30,31.4,1,"CHURN"
"766",11,"No Complains",37,1,15730,185,152,30,"15-30","Pay as you go","active",25,1400.175,0,"non-CHURN"
"767",12,"No Complains",15,0,8933,171,73,40,"45-60","Pay as you go","active",45,410.1,0,"non-CHURN"
"768",9,"Complains",34,0,2875,35,0,12,"15-30","Pay as you go","non-active",25,130.95,1,"CHURN"
"769",8,"No Complains",30,0,395,25,11,6,"30-45","Pay as you go","non-active",30,60.8,0,"non-CHURN"
"770",15,"No Complains",14,1,9058,169,69,37,"60-75","Pay as you go","active",55,241.905,0,"non-CHURN"
"771",14,"No Complains",40,2,3145,62,187,27,"15-30","Pay as you go","active",25,985.815,0,"non-CHURN"
"772",18,"No Complains",32,0,765,47,41,19,"30-45","Pay as you go","non-active",30,196.48,1,"CHURN"
"773",8,"No Complains",36,1,3320,31,480,6,"30-45","Pay as you go","active",30,2054.04,0,"non-CHURN"
"774",16,"No Complains",33,1,6123,98,25,25,"15-30","Pay as you go","active",25,392.445,1,"CHURN"
"775",6,"No Complains",36,0,2780,53,175,23,"15-30","Pay as you go","active",25,914.985,0,"non-CHURN"
"776",2,"Complains",27,1,1070,33,191,11,"15-30","contractual","active",25,909.135,0,"non-CHURN"
"777",0,"No Complains",37,0,223,2,0,6,"45-60","Pay as you go","non-active",45,5.625,1,"CHURN"
"778",0,"No Complains",31,0,615,4,0,5,"15-30","Pay as you go","non-active",25,27.855,0,"non-CHURN"
"779",1,"No Complains",37,1,1783,31,32,10,"45-60","Pay as you go","active",45,125.35,0,"non-CHURN"
"780",0,"No Complains",23,0,1148,27,0,62,"45-60","Pay as you go","active",45,29.375,0,"non-CHURN"
"781",0,"No Complains",37,0,875,14,0,11,"15-30","Pay as you go","non-active",25,40.005,0,"non-CHURN"
"782",0,"Complains",36,0,0,0,0,0,"15-30","Pay as you go","non-active",25,0,1,"CHURN"
"783",7,"No Complains",38,1,6313,70,90,39,"15-30","Pay as you go","active",25,692.235,0,"non-CHURN"
"784",13,"No Complains",37,1,4323,64,7,32,"<15","Pay as you go","active",15,279.785,0,"non-CHURN"
"785",0,"No Complains",36,0,405,8,6,6,"15-30","Pay as you go","non-active",25,45.585,0,"non-CHURN"
"786",9,"No Complains",42,1,4450,73,15,21,"30-45","Pay as you go","active",30,240.92,0,"non-CHURN"
"787",13,"No Complains",12,3,5405,57,230,12,"30-45","Pay as you go","active",30,1138.48,0,"non-CHURN"
"788",7,"No Complains",10,1,4580,40,190,8,"30-45","Pay as you go","active",30,944.8,0,"non-CHURN"
"789",0,"No Complains",39,0,650,10,3,13,"15-30","Pay as you go","non-active",25,43.2,0,"non-CHURN"
"790",17,"No Complains",17,1,9237,177,80,42,"60-75","Pay as you go","active",55,261.21,0,"non-CHURN"
"791",2,"No Complains",18,0,1695,26,28,14,"15-30","Pay as you go","active",25,203.445,0,"non-CHURN"
"792",0,"No Complains",3,0,4005,32,198,4,"30-45","Pay as you go","active",30,953.48,0,"non-CHURN"
"793",2,"No Complains",36,0,1743,47,0,12,"30-45","Pay as you go","non-active",30,71.6,0,"non-CHURN"
"794",0,"No Complains",31,0,13468,157,0,41,"30-45","Pay as you go","active",30,545,0,"non-CHURN"
"795",6,"No Complains",38,0,2550,40,294,21,"30-45","Pay as you go","active",30,1279.6,0,"non-CHURN"
"796",0,"No Complains",35,0,3183,49,0,33,"<15","Pay as you go","active",15,177.76,0,"non-CHURN"
"797",0,"No Complains",28,0,1360,32,23,17,"30-45","Pay as you go","non-active",30,147.68,0,"non-CHURN"
"798",0,"No Complains",15,0,1275,14,0,8,"15-30","Pay as you go","active",25,58.005,0,"non-CHURN"
"799",3,"No Complains",36,1,6528,75,133,39,"15-30","Pay as you go","active",25,895.635,0,"non-CHURN"
"800",27,"No Complains",20,3,7407,158,100,44,"15-30","contractual","active",25,790.425,0,"non-CHURN"
"801",4,"No Complains",38,1,1728,28,5,8,"45-60","Pay as you go","active",45,56.4,0,"non-CHURN"
"802",9,"Complains",15,3,1873,27,17,13,"30-45","Pay as you go","active",30,144,1,"CHURN"
"803",0,"No Complains",30,0,2475,13,0,10,"30-45","Pay as you go","active",30,99.52,0,"non-CHURN"
"804",5,"No Complains",14,2,2737,40,33,20,"30-45","Pay as you go","active",30,243.08,0,"non-CHURN"
"805",1,"No Complains",40,2,418,6,14,6,"60-75","Pay as you go","active",55,27.36,0,"non-CHURN"
"806",3,"No Complains",35,0,4123,87,3,26,"15-30","Pay as you go","active",25,202.95,0,"non-CHURN"
"807",4,"No Complains",31,3,6785,108,260,28,"15-30","contractual","active",25,1480.185,0,"non-CHURN"
"808",0,"No Complains",35,0,3355,54,0,15,"15-30","Pay as you go","active",25,153.405,0,"non-CHURN"
"809",10,"No Complains",40,2,4575,86,7,27,"30-45","Pay as you go","active",30,214.44,0,"non-CHURN"
"810",0,"No Complains",36,0,2190,11,455,5,"30-45","Pay as you go","active",30,1908.04,0,"non-CHURN"
"811",2,"No Complains",36,0,2180,43,154,8,"15-30","Pay as you go","active",25,793.035,0,"non-CHURN"
